0	3.8771432	0.19753668
0.001	3.8697344	0.19791432
0.002	3.8623216	0.19829304
0.003	3.8549084	0.19867212
0.004	3.8474956	0.1990516
0.005	3.8400724	0.19943304
0.006	3.8326416	0.1998162
0.007	3.8251936	0.20020268
0.008	3.8177448	0.20058968
0.009	3.8102692	0.20098176
0.01	3.8027656	0.20137908
0.011	3.7952616	0.20177684
0.012	3.787758	0.20217496
0.013	3.780238	0.20257632
0.014	3.7727152	0.2029786
0.015	3.765192	0.20338128
0.016	3.7576688	0.20378436
0.017	3.7501324	0.2041902
0.018	3.74259	0.20459744
0.019	3.7350328	0.20500788
0.02	3.7274676	0.20542012
0.021	3.7198788	0.20583724
0.022	3.7122524	0.20626176
0.023	3.7046256	0.20668676
0.024	3.6969988	0.20711216
0.025	3.689354	0.20754136
0.026	3.6817076	0.20797128
0.027	3.6740612	0.20840164
0.028	3.6664148	0.20883244
0.029	3.6587516	0.20926676
0.03	3.6510856	0.20970208
0.031	3.6434124	0.21013932
0.032	3.6357268	0.2105794
0.033	3.628022	0.21102372
0.034	3.620278	0.21147624
0.035	3.6125316	0.21192964
0.036	3.6047852	0.2123836
0.037	3.5970176	0.21284212
0.038	3.5892504	0.21330116
0.039	3.5814828	0.21376064
0.04	3.5737156	0.21422068
0.041	3.5659268	0.21468532
0.042	3.558138	0.21515052
0.043	3.5503472	0.21561664
0.044	3.5425364	0.2160874
0.045	3.5347096	0.21656212
0.046	3.5268364	0.21704704
0.047	3.5189588	0.2175334
0.048	3.5110788	0.2180208
0.049	3.5031808	0.21851252
0.05	3.4952828	0.2190048
0.051	3.4873844	0.21949764
0.052	3.4794836	0.21999168
0.053	3.4715648	0.22048996
0.054	3.4636456	0.2209888
0.055	3.4557268	0.2214882
0.056	3.4477904	0.22199212
0.057	3.4398372	0.22250028
0.058	3.431836	0.22301992
0.059	3.423828	0.2235416
0.06	3.4158156	0.22406496
0.061	3.4077856	0.22459272
0.062	3.3997556	0.22512116
0.063	3.3917256	0.22565016
0.064	3.3836892	0.22618124
0.065	3.3756372	0.22671644
0.066	3.3675852	0.22725224
0.067	3.3595328	0.22778868
0.068	3.3514684	0.2283288
0.069	3.343384	0.22887428
0.07	3.3352504	0.22943224
0.071	3.3271076	0.22999308
0.072	3.3189584	0.23055616
0.073	3.3107948	0.23112324
0.074	3.3026316	0.23169108
0.075	3.294468	0.2322596
0.076	3.2862952	0.23283096
0.077	3.2781108	0.23340576
0.078	3.2699264	0.23398128
0.079	3.261742	0.23455756
0.08	3.253552	0.23513596
0.081	3.2453368	0.23572168
0.082	3.2370684	0.23632176
0.083	3.2287848	0.23692656
0.084	3.2204908	0.23753476
0.085	3.2121816	0.2381476
0.086	3.2038724	0.2387612
0.087	3.1955632	0.23937564
0.088	3.1872384	0.23999464
0.089	3.1789036	0.24061716
0.09	3.1705684	0.24124048
0.091	3.1622336	0.2418646
0.092	3.1538984	0.24248952
0.093	3.1455352	0.2431232
0.094	3.1371192	0.24377244
0.095	3.1286828	0.24442832
0.096	3.120234	0.2450884
0.097	3.1117728	0.2457528
0.098	3.1033116	0.24641812
0.099	3.0948504	0.24708432
0.1	3.0863708	0.24775648
0.101	3.0778844	0.24843132
0.102	3.069398	0.24910708
0.103	3.060912	0.24978376
0.104	3.0524256	0.25046136
0.105	3.0439204	0.25114576
0.106	3.0353504	0.25185088
0.107	3.0267516	0.25256584
0.108	3.0181352	0.25328704
0.109	3.0095064	0.25401288
0.11	3.000878	0.2547398
0.111	2.9922492	0.25546776
0.112	2.983594	0.25620468
0.113	2.9749356	0.25694364
0.114	2.9662772	0.25768372
0.115	2.9576188	0.25842484
0.116	2.9489604	0.25916704
0.117	2.9402916	0.25991372
0.118	2.9315624	0.26068188
0.119	2.9228012	0.261462
0.12	2.9140236	0.26224856
0.121	2.9052388	0.26303876
0.122	2.8964536	0.26383012
0.123	2.887668	0.26462296
0.124	2.8788596	0.26542444
0.125	2.8700512	0.26622712
0.126	2.8612428	0.26703104
0.127	2.852434	0.26783616
0.128	2.8436256	0.26864248
0.129	2.8348148	0.26945092
0.13	2.825938	0.270285
0.131	2.8170168	0.27113668
0.132	2.808074	0.27199744
0.133	2.7991248	0.27286172
0.134	2.790176	0.27372736
0.135	2.781222	0.2745962
0.136	2.7722452	0.27547452
0.137	2.7632684	0.27635424
0.138	2.7542916	0.27723536
0.139	2.7453148	0.27811792
0.14	2.736338	0.27900184
0.141	2.7273612	0.2798872
0.142	2.7183344	0.28079432
0.143	2.7092544	0.2817244
0.144	2.700152	0.28266484
0.145	2.691046	0.28360816
0.146	2.68194	0.28455304
0.147	2.6728256	0.28550284
0.148	2.6636932	0.28646108
0.149	2.6545612	0.28742092
0.15	2.6454292	0.28838236
0.151	2.6362972	0.2893454
0.152	2.6271652	0.29031004
0.153	2.6180332	0.29127632
0.154	2.6088516	0.29226692
0.155	2.5995756	0.2933024
0.156	2.5902644	0.29435536
0.157	2.580952	0.29541072
0.158	2.5716396	0.296468
0.159	2.5623108	0.2975344
0.16	2.5529636	0.29861072
0.161	2.5436164	0.29968892
0.162	2.5342696	0.30076912
0.163	2.5249224	0.30185124
0.164	2.5155756	0.30293528
0.165	2.5062284	0.30402132
0.166	2.4968576	0.30512184
0.167	2.4874044	0.30626784
0.168	2.4779212	0.307431
0.169	2.4684384	0.3085964
0.17	2.4589552	0.30976396
0.171	2.4494548	0.31094232
0.172	2.4399444	0.31212804
0.173	2.4304336	0.313316
0.174	2.4209232	0.31450624
0.175	2.4114124	0.31569872
0.176	2.401902	0.31689344
0.177	2.3923912	0.31809044
0.178	2.3828672	0.31929776
0.179	2.3732384	0.32056996
0.18	2.363574	0.32186496
0.181	2.3539096	0.3231626
0.182	2.3442452	0.32446284
0.183	2.3345576	0.32577892
0.184	2.3248628	0.32710156
0.185	2.315168	0.32842692
0.186	2.3054728	0.32975492
0.187	2.295778	0.33108564
0.188	2.2860832	0.332419
0.189	2.2763884	0.33375504
0.19	2.2666856	0.33509924
0.191	2.2568924	0.33650756
0.192	2.247056	0.33794808
0.193	2.2372192	0.33939164
0.194	2.2273828	0.34083832
0.195	2.2175184	0.342306
0.196	2.2076516	0.34377832
0.197	2.1977848	0.34525384
0.198	2.187918	0.34673248
0.199	2.1780512	0.34821432
0.2	2.1681844	0.34969928
0.201	2.1583176	0.35118744
0.202	2.1484448	0.35268364
0.203	2.1384744	0.35426184
0.204	2.128442	0.35589372
0.205	2.1184096	0.35752936
0.206	2.1083752	0.3591704
0.207	2.0983112	0.36083752
0.208	2.0882472	0.36250844
0.209	2.0781832	0.36418328
0.21	2.0681196	0.36586196
0.211	2.0580556	0.36754448
0.212	2.0479916	0.36923088
0.213	2.037928	0.37092112
0.214	2.027862	0.3726174
0.215	2.017718	0.37439424
0.216	2.0075068	0.37624316
0.217	1.9972952	0.3780966
0.218	1.9870776	0.37996076
0.219	1.9768356	0.38185156
0.22	1.9665936	0.383747
0.221	1.956352	0.38564716
0.222	1.94611	0.38755204
0.223	1.935868	0.3894616
0.224	1.9256264	0.39137584
0.225	1.9153844	0.39329476
0.226	1.9051428	0.3952184
0.227	1.89483	0.39723532
0.228	1.8844512	0.39934356
0.229	1.874066	0.401466
0.23	1.8636708	0.403606
0.231	1.853258	0.405772
0.232	1.8428452	0.407944
0.233	1.8324324	0.4101216
0.234	1.8220196	0.4123048
0.235	1.8116068	0.414494
0.236	1.801194	0.4166892
0.237	1.7907812	0.41889
0.238	1.7803684	0.4210964
0.239	1.7699016	0.4233968
0.24	1.7593848	0.4257888
0.241	1.7488588	0.4282068
0.242	1.7383188	0.430652
0.243	1.727766	0.4331236
0.244	1.7172136	0.435602
0.245	1.7066608	0.4380876
0.246	1.6961084	0.4405804
0.247	1.6855556	0.4430804
0.248	1.6750032	0.4455872
0.249	1.6644504	0.4481012
0.25	1.6538976	0.450622
0.251	1.643304	0.4532456
0.252	1.6326684	0.4559784
0.253	1.6220192	0.4587596
0.254	1.6113568	0.4615776
0.255	1.6006876	0.4644188
0.256	1.590018	0.4672688
0.257	1.5793488	0.4701276
0.258	1.5686796	0.4729948
0.259	1.5580104	0.4758708
0.26	1.5473412	0.478756
0.261	1.536672	0.4816496
0.262	1.5260028	0.4845516
0.263	1.5153072	0.4875632
0.264	1.5045824	0.4907012
0.265	1.4938488	0.4938992
0.266	1.4831024	0.4971528
0.267	1.4723528	0.5004272
0.268	1.4616032	0.5037124
0.269	1.4508536	0.5070084
0.27	1.440104	0.5103152
0.271	1.4293544	0.5136324
0.272	1.4186048	0.5169604
0.273	1.4078552	0.5202996
0.274	1.3971056	0.5236492
0.275	1.3863464	0.5271104
0.276	1.3755764	0.5307368
0.277	1.3648068	0.534432
0.278	1.3540304	0.5382216
0.279	1.343254	0.5420272
0.28	1.3324776	0.545846
0.281	1.3217008	0.549678
0.282	1.3109244	0.5535236
0.283	1.3001476	0.5573828
0.284	1.2893712	0.5612552
0.285	1.2785948	0.5651408
0.286	1.267818	0.56904
0.287	1.2570496	0.5730812
0.288	1.2463012	0.5773176
0.289	1.2355588	0.581614
0.29	1.224828	0.586048
0.291	1.2140976	0.5904984
0.292	1.2033668	0.594966
0.293	1.192636	0.5994504
0.294	1.1819056	0.6039516
0.295	1.1711748	0.6084696
0.296	1.160444	0.6130044
0.297	1.1497136	0.617556
0.298	1.1389844	0.6221312
0.299	1.1282792	0.6268188
0.3	1.117632	0.6317296
0.301	1.1069968	0.6367028
0.302	1.0964024	0.641832
0.303	1.085808	0.6469816
0.304	1.0752136	0.6521516
0.305	1.0646192	0.6573424
0.306	1.0540252	0.662554
0.307	1.0434308	0.667786
0.308	1.0328364	0.6730384
0.309	1.022242	0.6783116
0.31	1.011654	0.6836216
0.311	1.0011024	0.6890436
0.312	0.990654	0.69471
0.313	0.9802352	0.7004704
0.314	0.9698732	0.706378
0.315	0.9595208	0.7123292
0.316	0.9491684	0.718306
0.317	0.9388164	0.7243076
0.318	0.928464	0.730334
0.319	0.9181116	0.7363856
0.32	0.9077596	0.742462
0.321	0.8974072	0.7485632
0.322	0.8870672	0.7547128
0.323	0.876766	0.7609576
0.324	0.8666036	0.7674368
0.325	0.8565004	0.774042
0.326	0.8464596	0.7807672
0.327	0.8364612	0.787576
0.328	0.8264632	0.794414
0.329	0.8164652	0.801282
0.33	0.8064672	0.8081792
0.331	0.7964688	0.815106
0.332	0.7864708	0.8220628
0.333	0.7764728	0.8290488
0.334	0.7665092	0.8361072
0.335	0.7566048	0.843268
0.336	0.7469208	0.8506916
0.337	0.7373784	0.8583104
0.338	0.7278844	0.8660156
0.339	0.7184656	0.8738216
0.34	0.7090468	0.8816624
0.341	0.699628	0.8895384
0.342	0.6902088	0.8974492
0.343	0.68079	0.9053952
0.344	0.6713712	0.913376
0.345	0.6619524	0.921392
0.346	0.652576	0.9294784
0.347	0.6432476	0.9376408
0.348	0.6341284	0.94598
0.349	0.6252028	0.9545012
0.35	0.6162912	0.963072
0.351	0.6074956	0.9717484
0.352	0.5987096	0.9804692
0.353	0.5899232	0.9892288
0.354	0.5811368	0.9980276
0.355	0.5723504	1.0068652
0.356	0.563564	1.015742
0.357	0.554778	1.0246576
0.358	0.54606	1.0336516
0.359	0.5373964	1.0427164
0.36	0.5289524	1.0519124
0.361	0.5208176	1.0613004
0.362	0.5126832	1.0707304
0.363	0.5046412	1.0802304
0.364	0.4966508	1.0897884
0.365	0.4886604	1.0993888
0.366	0.48067	1.1090308
0.367	0.4726796	1.1187152
0.368	0.4646892	1.1284416
0.369	0.4566984	1.13821
0.37	0.4487968	1.14805
0.371	0.440942	1.1579484
0.372	0.4332812	1.16793
0.373	0.4259612	1.1780396
0.374	0.4186416	1.1881928
0.375	0.4113812	1.1983924
0.376	0.4042276	1.20864
0.377	0.3970738	1.2189312
0.378	0.38992016	1.229266
0.379	0.38276652	1.2396444
0.38	0.37561288	1.2500668
0.381	0.36845928	1.2605324
0.382	0.361433	1.2710504
0.383	0.3544498	1.2816148
0.384	0.34771708	1.2922136
0.385	0.34150448	1.3028412
0.386	0.33529188	1.313512
0.387	0.3290908	1.324224
0.388	0.3230446	1.3349496
0.389	0.3169984	1.3457184
0.39	0.3109522	1.3565304
0.391	0.304906	1.3673856
0.392	0.2988598	1.378284
0.393	0.2928136	1.389226
0.394	0.28689824	1.4001908
0.395	0.28100764	1.4111944
0.396	0.27528508	1.4222008
0.397	0.2699778	1.4331348
0.398	0.26467056	1.4441108
0.399	0.25936332	1.4551288
0.4	0.25418408	1.4661352
0.401	0.24904028	1.4771684
0.402	0.24389652	1.4882428
0.403	0.23875272	1.4993588
0.404	0.23360896	1.5105164
0.405	0.22846516	1.5217148
0.406	0.22347548	1.5328988
0.407	0.21849656	1.5441196
0.408	0.21368884	1.555312
0.409	0.20932268	1.5663412
0.41	0.20496988	1.5774028
0.411	0.20061708	1.5885032
0.412	0.19633684	1.5995984
0.413	0.19213008	1.6106864
0.414	0.18792332	1.6218132
0.415	0.1837166	1.632978
0.416	0.17950984	1.6441812
0.417	0.17530744	1.6554204
0.418	0.171253	1.666614
0.419	0.16719856	1.6778452
0.42	0.16329204	1.68903
0.421	0.15974772	1.70002
0.422	0.1562266	1.7110308
0.423	0.15270548	1.7220772
0.424	0.1492102	1.7331384
0.425	0.14581204	1.7441584
0.426	0.14241384	1.7552132
0.427	0.13901564	1.7663028
0.428	0.13561744	1.7774276
0.429	0.13223448	1.7885756
0.43	0.12896088	1.7996776
0.431	0.12568732	1.810814
0.432	0.12254572	1.8218872
0.433	0.11975616	1.8327004
0.434	0.11701584	1.8435044
0.435	0.11427552	1.85434
0.436	0.11153516	1.8652072
0.437	0.10889732	1.8760076
0.438	0.10626792	1.8868308
0.439	0.10363852	1.8976852
0.44	0.10100912	1.9085712
0.441	0.09840452	1.9194656
0.442	0.09588988	1.9303096
0.443	0.09337924	1.9411808
0.444	0.09098584	1.9519788
0.445	0.08882992	1.962562
